,Player,Team,Pos.,Positional Value,Overall Value,Current APY,Value Over APY,Injury-Adjusted Value,Injury-Adjusted APY,Injury-Adjusted Value Over APY,2020 Cash Due,Value Over Cash
167,Joe Schobert,Browns,ILB,"$8,622,000","$9,108,000","$743,489","$8,364,511","$8,622,000","$743,489","$7,878,511","$15,000,000","($5,892,000)"
168,Matt Stafford,Lions,QB,"$9,092,000","$9,092,000","$27,000,000","($17,908,000)","$20,517,063","$13,500,000","$7,017,063","$21,500,000","($12,408,000)"
169,Larry Fitzgerald,Cardinals,WR,"$9,060,000","$9,065,000","$11,000,000","($1,935,000)","$9,060,000","$11,000,000","($1,940,000)","$11,500,000","($2,435,000)"
170,Marvin Jones,Lions,WR,"$9,025,000","$9,030,000","$8,000,000","$1,030,000","$11,179,029","$6,500,000","$4,679,029","$6,500,000","$2,530,000"
171,Yannick Ngakoue,Jaguars,43DE,"$9,021,000","$9,026,000","$870,147","$8,155,853","$9,611,408","$815,763","$8,795,645","$17,788,000","($8,762,000)"
172,Deion Jones,Falcons,ILB,"$8,548,000","$9,014,000","$14,250,000","($5,236,000)","$8,548,000","$14,250,000","($5,702,000)","$13,370,000","($4,356,000)"
173,Nick Vigil,Bengals,43OLB,"$8,508,000","$9,006,000","$758,907","$8,247,093","$8,508,000","$758,907","$7,749,093","$2,400,000","$6,606,000"
174,A.J. Brown,Titans,WR,"$8,980,000","$8,980,000","$1,413,092","$7,566,908","$8,980,000","$1,413,092","$7,566,908","$751,926","$8,228,074"
175,Minkah Fitzpatrick,Steelers,S,"$8,539,000","$8,977,000","$4,111,942","$4,865,058","$8,539,000","$4,111,942","$4,427,058","$1,975,252","$7,001,748"
176,Gerald McCoy,Panthers,34DE,"$8,460,000","$8,951,000","$8,000,000","$951,000","$8,460,000","$8,000,000","$460,000","$6,250,000","$2,701,000"
177,James Daniels,Bears,LG,"$8,791,000","$8,933,000","$1,737,539","$7,195,461","$8,791,000","$1,737,539","$7,053,461","$1,111,832","$7,821,168"
178,Bryan Bulaga,Packers,RT,"$8,800,000","$8,932,000","$6,750,000","$2,182,000","$8,800,000","$6,750,000","$2,050,000","$11,500,000","($2,568,000)"
179,Blake Martinez,Packers,ILB,"$8,440,000","$8,925,000","$613,347","$8,311,653","$8,440,000","$613,347","$7,826,653","$14,000,000","($5,075,000)"
180,Tre Boston,Panthers,S,"$8,914,000","$8,914,000","$2,125,000","$6,789,000","$8,914,000","$2,125,000","$6,789,000","$9,460,000","($546,000)"
181,D.J. Hayden,Jaguars,CB,"$8,808,000","$8,819,000","$6,333,333","$2,485,667","$9,282,983","$5,937,500","$3,345,483","$6,000,000","$2,819,000"
182,Connor McGovern,Broncos,C,"$8,786,000","$8,818,000","$650,975","$8,167,025","$8,786,000","$650,975","$8,135,025","$10,000,000","($1,182,000)"
183,Alexander Johnson,Broncos,ILB,"$8,269,000","$8,767,000","$615,000","$8,152,000","$8,269,000","$615,000","$7,654,000","$750,000","$8,017,000"
184,Le'Veon Bell,Jets,RB,"$8,762,000","$8,762,000","$13,125,000","($4,363,000)","$9,278,733","$12,304,688","($3,025,955)","$13,500,000","($4,738,000)"
185,Nickell Robey-Coleman,Rams,CB,"$8,249,000","$8,693,000","$5,225,000","$3,468,000","$8,249,000","$5,225,000","$3,024,000","$1,350,000","$7,343,000"
186,Rodney Hudson,Raiders,C,"$8,632,000","$8,632,000","$11,250,000","($2,618,000)","$9,145,229","$10,546,875","($1,401,646)","$13,000,000","($4,368,000)"
187,Joe Mixon,Bengals,RB,"$8,616,000","$8,616,000","$1,362,541","$7,253,459","$8,616,000","$1,362,541","$7,253,459","$1,208,205","$7,407,795"
188,Robert Quinn,Cowboys,43DE,"$8,455,000","$8,608,000","$8,000,000","$608,000","$8,455,000","$8,000,000","$455,000","$18,500,000","($9,892,000)"
189,Lane Johnson,Eagles,RT,"$8,481,000","$8,594,000","$18,000,000","($9,406,000)","$10,454,854","$13,500,000","($3,045,146)","$12,435,000","($3,841,000)"
190,Duane Brown,Seahawks,LT,"$8,552,000","$8,581,000","$11,500,000","($2,919,000)","$11,200,596","$8,625,000","$2,575,596","$10,500,000","($1,919,000)"
191,Maxx Crosby,Raiders,43DE,"$7,913,000","$8,569,000","$825,566","$7,743,434","$7,913,000","$825,566","$7,087,434","$675,000","$7,894,000"
192,Whitney Mercilus,Texans,34OLB,"$8,527,000","$8,530,000","$13,500,000","($4,970,000)","$8,527,000","$13,500,000","($4,973,000)","$10,500,000","($1,970,000)"
193,Nick Martin,Texans,C,"$8,464,000","$8,525,000","$11,000,000","($2,475,000)","$8,464,000","$11,000,000","($2,536,000)","$7,500,000","$1,025,000"
194,Saquon Barkley,Giants,RB,"$8,483,000","$8,486,000","$7,798,688","$687,312","$10,194,543","$6,336,434","$3,858,109","$3,405,886","$5,080,114"
195,Cory Littleton,Rams,ILB,"$7,930,000","$8,440,000","$3,095,000","$5,345,000","$7,930,000","$3,095,000","$4,835,000","$11,750,000","($3,310,000)"
196,Janoris Jenkins,Saints,CB,"$8,387,000","$8,432,000","$12,500,000","($4,068,000)","$8,387,000","$12,500,000","($4,113,000)","$10,050,000","($1,618,000)"
197,Melvin Ingram,Chargers,43DE,"$8,398,000","$8,427,000","$16,000,000","($7,573,000)","$10,349,313","$13,000,000","($2,650,687)","$14,000,000","($5,573,000)"
198,Darius Leonard,Colts,43OLB,"$8,262,000","$8,415,000","$1,811,952","$6,603,048","$9,817,832","$1,472,211","$8,345,621","$1,138,892","$7,276,108"
199,Matt Milano,Bills,43OLB,"$7,865,000","$8,405,000","$665,379","$7,739,621","$8,364,137","$623,793","$7,740,344","$2,133,000","$6,272,000"
200,Jack Conklin,Titans,RT,"$7,919,000","$8,358,000","$3,974,415","$4,383,585","$7,919,000","$3,974,415","$3,944,585","$20,000,000","($11,642,000)"
201,Marshal Yanda,Ravens,RG,"$8,332,000","$8,332,000","$10,000,000","($1,668,000)","$8,332,000","$10,000,000","($1,668,000)",Free Agent,
202,Josh Allen,Jaguars,43DE,"$7,830,000","$8,321,000","$5,685,659","$2,635,341","$7,830,000","$5,685,659","$2,144,341","$1,528,756","$6,792,244"
203,Ndamukong Suh,Buccaneers,34DE,"$8,221,000","$8,263,000","$9,250,000","($987,000)","$8,221,000","$9,250,000","($1,029,000)","$8,000,000","$263,000"
204,Austin Hooper,Falcons,TE,"$8,242,000","$8,242,000","$1,055,175","$7,186,825","$9,839,875","$857,330","$8,982,545","$11,500,000","($3,258,000)"
205,Taylor Lewan,Titans,LT,"$8,095,000","$8,235,000","$16,000,000","($7,765,000)","$8,095,000","$16,000,000","($7,905,000)","$16,000,000","($7,765,000)"
206,Will Hernandez,Giants,LG,"$7,802,000","$8,224,000","$1,862,685","$6,361,315","$7,802,000","$1,862,685","$5,939,315","$1,157,340","$7,066,660"
207,Tyrann Mathieu,Chiefs,S,"$8,172,000","$8,172,000","$14,000,000","($5,828,000)","$8,172,000","$14,000,000","($5,828,000)","$11,400,000","($3,228,000)"
208,Michael Schofield,Chargers,RG,"$7,717,000","$8,164,000","$2,500,000","$5,664,000","$7,717,000","$2,500,000","$5,217,000","$1,500,000","$6,664,000"
209,Dexter Lawrence,Giants,34DE,"$7,427,000","$8,152,000","$3,312,010","$4,839,990","$7,427,000","$3,312,010","$4,114,990","$1,097,184","$7,054,816"
210,Elgton Jenkins,Packers,C,"$7,675,000","$8,121,000","$1,695,655","$6,425,345","$7,675,000","$1,695,655","$5,979,345","$803,301","$7,317,699"
211,Davante Adams,Packers,WR,"$8,083,000","$8,086,000","$14,500,000","($6,414,000)","$11,107,375","$10,875,000","$232,375","$13,000,000","($4,914,000)"
212,Leonard Williams,Giants,34DE,"$7,595,000","$8,081,000","$6,007,574","$2,073,426","$7,595,000","$6,007,574","$1,587,426","$16,126,000","($8,045,000)"
213,Jamison Crowder,Jets,WR,"$8,070,000","$8,081,000","$9,500,000","($1,419,000)","$8,070,000","$9,500,000","($1,430,000)","$9,000,000","($919,000)"
214,David DeCastro,Steelers,RG,"$7,642,000","$8,065,000","$10,000,000","($1,935,000)","$7,642,000","$10,000,000","($2,358,000)","$8,750,000","($685,000)"
215,Shelby Harris,Broncos,34DE,"$7,569,000","$8,025,000","$3,095,000","$4,930,000","$7,569,000","$3,095,000","$4,474,000","$3,250,000","$4,775,000"
216,Curtis Samuel,Panthers,WR,"$8,014,000","$8,022,000","$1,613,415","$6,408,585","$8,014,000","$1,613,415","$6,400,585","$1,345,044","$6,676,956"
217,Shaquill Griffin,Seahawks,CB,"$7,578,000","$8,021,000","$814,655","$7,206,345","$8,662,357","$712,823","$7,949,534","$2,133,000","$5,888,000"
218,Calvin Ridley,Falcons,WR,"$7,987,000","$7,987,000","$2,725,183","$5,261,817","$9,957,712","$2,214,211","$7,743,501","$1,470,976","$6,516,024"
219,Chris Conley,Jaguars,WR,"$7,972,000","$7,980,000","$2,297,500","$5,682,500","$7,972,000","$2,297,500","$5,674,500","$2,770,000","$5,210,000"
220,Zach Pascal,Colts,WR,"$7,452,000","$7,965,000","$660,000","$7,305,000","$7,452,000","$660,000","$6,792,000","$750,000","$7,215,000"
221,Andrew Norwell,Jaguars,LG,"$7,813,000","$7,955,000","$13,300,000","($5,345,000)","$7,813,000","$13,300,000","($5,487,000)","$9,000,000","($1,045,000)"
222,Dallas Goedert,Eagles,TE,"$7,300,000","$7,925,000","$1,406,071","$6,518,929","$7,300,000","$1,406,071","$5,893,929","$991,298","$6,933,702"
223,Micah Hyde,Bills,S,"$7,460,000","$7,891,000","$6,100,000","$1,791,000","$7,460,000","$6,100,000","$1,360,000","$5,100,000","$2,791,000"
224,Kevin Zeitler,Giants,RG,"$7,751,000","$7,888,000","$12,000,000","($4,112,000)","$8,273,104","$11,250,000","($2,976,896)","$10,000,000","($2,112,000)"
225,Bobby Wagner,Seahawks,ILB,"$7,409,000","$7,879,000","$18,000,000","($10,121,000)","$7,409,000","$18,000,000","($10,591,000)","$11,000,000","($3,121,000)"
226,Greg Robinson,Browns,LT,"$7,382,000","$7,808,000","$6,500,000","$1,308,000","$7,933,367","$6,093,750","$1,839,617",Free Agent,
227,Ted Karras,Patriots,C,"$7,353,000","$7,805,000","$630,000","$7,175,000","$7,799,575","$590,625","$7,208,950","$3,000,000","$4,805,000"
228,Demar Dotson,Buccaneers,RT,"$7,788,000","$7,788,000","$5,500,000","$2,288,000","$8,259,488","$5,156,250","$3,103,238",Free Agent,
229,A.Q. Shipley,Cardinals,C,"$7,783,000","$7,786,000","$1,350,000","$6,436,000","$7,783,000","$1,350,000","$6,433,000",Free Agent,
230,Maliek Collins,Cowboys,43DT,"$7,322,000","$7,778,000","$887,545","$6,890,455","$7,322,000","$887,545","$6,434,455","$6,000,000","$1,778,000"
231,Shaquille Mason,Patriots,RG,"$7,319,000","$7,759,000","$9,000,000","($1,241,000)","$7,851,104","$8,437,500","($586,396)","$6,000,000","$1,759,000"
232,Justin Pugh,Cardinals,RG,"$7,632,000","$7,740,000","$9,005,000","($1,265,000)","$7,632,000","$9,005,000","($1,373,000)","$8,500,000","($760,000)"
233,Xavier Woods,Cowboys,S,"$7,178,000","$7,733,000","$639,905","$7,093,095","$7,598,488","$599,911","$6,998,577","$2,133,000","$5,600,000"
234,Rodney McLeod,Eagles,S,"$7,127,000","$7,722,000","$4,000,000","$3,722,000","$7,127,000","$4,000,000","$3,127,000","$4,050,000","$3,672,000"
235,Jurrell Casey,Titans,34DE,"$7,665,000","$7,720,000","$15,100,000","($7,380,000)","$8,706,964","$13,212,500","($4,505,536)","$11,850,000","($4,130,000)"
236,Leonard Floyd,Bears,34OLB,"$7,670,000","$7,712,000","$3,945,748","$3,766,252","$7,670,000","$3,945,748","$3,724,252","$10,000,000","($2,288,000)"
237,Tyler Higbee,Rams,TE,"$7,604,000","$7,710,000","$7,250,000","$460,000","$7,604,000","$7,250,000","$354,000","$8,025,000","($315,000)"
238,Jason Witten,Cowboys,TE,"$7,217,000","$7,705,000","$4,250,000","$3,455,000","$7,217,000","$4,250,000","$2,967,000","$4,000,000","$3,705,000"
239,Alvin Kamara,Saints,RB,"$7,658,000","$7,687,000","$964,443","$6,722,557","$8,647,708","$843,888","$7,803,820","$2,133,000","$5,554,000"
240,Juan Thornhill,Chiefs,S,"$7,546,000","$7,673,000","$1,153,817","$6,519,183","$7,546,000","$1,153,817","$6,392,183","$704,785","$6,968,215"
241,Mario Addison,Panthers,34OLB,"$7,625,000","$7,646,000","$7,500,000","$146,000","$8,167,723","$7,031,250","$1,136,473","$14,000,000","($6,354,000)"
242,Marcus Maye,Jets,S,"$7,529,000","$7,629,000","$1,638,503","$5,990,497","$7,529,000","$1,638,503","$5,890,497","$1,358,730","$6,270,270"
243,Taylor Decker,Lions,LT,"$7,501,000","$7,607,000","$2,741,745","$4,865,255","$8,113,771","$2,570,386","$5,543,385","$10,350,000","($2,743,000)"
244,Todd Davis,Broncos,ILB,"$7,505,000","$7,558,000","$5,000,000","$2,558,000","$8,557,920","$4,375,000","$4,182,920","$5,000,000","$2,558,000"
245,Jayon Brown,Titans,ILB,"$7,356,000","$7,446,000","$667,891","$6,778,109","$8,335,742","$584,405","$7,751,337","$2,133,000","$5,313,000"
246,Tramon Williams,Packers,CB,"$7,359,000","$7,441,000","$5,000,000","$2,441,000","$7,359,000","$5,000,000","$2,359,000",Free Agent,
247,Jack Doyle,Colts,TE,"$7,428,000","$7,436,000","$7,100,000","$336,000","$7,428,000","$7,100,000","$328,000","$7,750,000","($314,000)"
248,Braden Smith,Colts,RT,"$6,989,000","$7,433,000","$1,798,422","$5,634,578","$6,989,000","$1,798,422","$5,190,578","$1,133,972","$6,299,028"
249,Myles Garrett,Browns,43DE,"$7,278,000","$7,397,000","$7,603,064","($206,064)","$7,278,000","$7,603,064","($325,064)","$4,612,125","$2,784,875"
250,Zach Cunningham,Texans,ILB,"$6,771,000","$7,396,000","$1,117,935","$6,278,065","$6,771,000","$1,117,935","$5,653,065","$1,074,783","$6,321,217"
251,Greg Olsen,Panthers,TE,"$7,370,000","$7,375,000","$8,550,000","($1,175,000)","$8,297,842","$7,481,250","$816,592","$7,000,000","$375,000"
252,Larry Ogunjobi,Browns,43DT,"$6,832,000","$7,272,000","$976,788","$6,295,212","$6,832,000","$976,788","$5,855,212","$2,133,000","$5,139,000"
253,Kyle Rudolph,Vikings,TE,"$6,775,000","$7,226,000","$9,025,000","($1,799,000)","$6,775,000","$9,025,000","($2,250,000)","$7,375,000","($149,000)"
254,Ha-Ha Clinton-Dix,Bears,S,"$7,175,000","$7,191,000","$3,000,000","$4,191,000","$7,175,000","$3,000,000","$4,175,000","$3,750,000","$3,441,000"
255,Lorenzo Carter,Giants,34OLB,"$6,693,000","$7,177,000","$1,020,871","$6,156,129","$7,162,829","$957,067","$6,205,762","$851,226","$6,325,774"
256,Quinton Spain,Bills,LG,"$6,739,000","$7,166,000","$2,050,000","$5,116,000","$6,739,000","$2,050,000","$4,689,000","$5,750,000","$1,416,000"
257,Jadeveon Clowney,Seahawks,34OLB,"$7,044,000","$7,128,000","$15,000,000","($7,872,000)","$8,702,913","$12,187,500","($3,484,587)",Free Agent,
258,Jonathan Allen,Redskins,34DE,"$7,087,000","$7,116,000","$2,899,150","$4,216,850","$7,595,450","$2,717,953","$4,877,497","$2,046,354","$5,069,646"
259,Corey Peters,Cardinals,34DT,"$6,392,000","$7,070,000","$4,000,000","$3,070,000","$6,392,000","$4,000,000","$2,392,000","$3,500,000","$3,570,000"
260,K.J. Wright,Seahawks,43OLB,"$6,584,000","$7,062,000","$7,000,000","$62,000","$6,584,000","$7,000,000","($416,000)","$7,500,000","($438,000)"
261,Cole Beasley,Bills,WR,"$7,043,000","$7,051,000","$7,250,000","($199,000)","$7,043,000","$7,250,000","($207,000)","$5,600,000","$1,451,000"
262,J.R. Sweezy,Cardinals,RG,"$6,596,000","$7,040,000","$4,500,000","$2,540,000","$6,596,000","$4,500,000","$2,096,000","$4,000,000","$3,040,000"
263,Bobby Hart,Bengals,RT,"$6,916,000","$7,029,000","$5,383,333","$1,645,667","$6,916,000","$5,383,333","$1,532,667","$4,850,000","$2,179,000"
264,Charles Leno Jr.,Bears,LT,"$6,604,000","$7,025,000","$9,250,000","($2,225,000)","$6,604,000","$9,250,000","($2,646,000)","$8,000,000","($975,000)"
265,DaQuan Jones,Titans,34DE,"$6,532,000","$7,014,000","$7,000,000","$14,000","$6,532,000","$7,000,000","($468,000)","$7,000,000","$14,000"
266,Mark Andrews,Ravens,TE,"$6,547,000","$7,005,000","$863,290","$6,141,710","$6,929,717","$809,334","$6,120,383","$750,000","$6,255,000"
267,Christian Wilkins,Dolphins,34DE,"$6,312,000","$6,985,000","$3,859,774","$3,125,226","$6,312,000","$3,859,774","$2,452,226","$1,196,777","$5,788,223"
268,Todd Gurley,Rams,RB,"$6,956,000","$6,956,000","$14,375,000","($7,419,000)","$6,956,000","$14,375,000","($7,419,000)","$13,050,000","($6,094,000)"
269,Earl Thomas,Ravens,S,"$6,946,000","$6,946,000","$13,750,000","($6,804,000)","$7,345,663","$12,890,625","($5,544,962)","$10,000,000","($3,054,000)"
270,Ben Jones,Titans,C,"$6,920,000","$6,941,000","$6,750,000","$191,000","$7,314,013","$6,328,125","$985,888","$5,250,000","$1,691,000"
271,Frank Clark,Chiefs,43DE,"$6,932,000","$6,935,000","$20,800,000","($13,865,000)","$8,053,500","$18,200,000","($10,146,500)","$24,500,000","($17,565,000)"
272,Trent Brown,Raiders,RT,"$6,818,000","$6,908,000","$16,500,000","($9,592,000)","$8,827,505","$11,343,750","($2,516,245)","$21,500,000","($14,592,000)"
273,Justin Murray,Cardinals,RT,"$6,427,000","$6,857,000","$570,000","$6,287,000","$7,250,616","$498,750","$6,751,866","$750,000","$6,107,000"
274,Hunter Henry,Chargers,TE,"$6,796,000","$6,801,000","$1,595,077","$5,205,923","$8,742,521","$1,196,308","$7,546,213","$10,607,000","($3,806,000)"
275,Nick Boyle,Ravens,TE,"$5,966,000","$6,766,000","$6,000,000","$766,000","$5,966,000","$6,000,000","($34,000)","$4,500,000","$2,266,000"
276,Trent Murphy,Bills,43DE,"$6,315,000","$6,747,000","$7,500,000","($753,000)","$6,315,000","$7,500,000","($1,185,000)","$7,525,000","($778,000)"
277,Chidobe Awuzie,Cowboys,CB,"$6,310,000","$6,744,000","$1,070,895","$5,673,105","$6,310,000","$1,070,895","$5,239,105","$1,049,124","$5,694,876"
278,Tremaine Edmunds,Bills,ILB,"$6,255,000","$6,681,000","$3,164,886","$3,516,114","$6,255,000","$3,164,886","$3,090,114","$1,630,868","$5,050,132"
279,Deebo Samuel,49ers,WR,"$6,663,000","$6,666,000","$1,924,339","$4,741,661","$7,132,571","$1,804,068","$5,328,503","$844,880","$5,821,120"
280,Dalton Risner,Broncos,LG,"$6,232,000","$6,652,000","$1,785,571","$4,866,429","$6,232,000","$1,785,571","$4,446,429","$819,649","$5,832,351"
281,Randall Cobb,Cowboys,WR,"$6,576,000","$6,650,000","$5,000,000","$1,650,000","$7,066,871","$4,687,500","$2,379,371","$10,125,000","($3,475,000)"
282,Kenyan Drake,Cardinals,RB,"$6,588,000","$6,599,000","$845,315","$5,753,685","$6,588,000","$845,315","$5,742,685","$8,483,000","($1,884,000)"
283,Montez Sweat,Redskins,34OLB,"$6,090,000","$6,582,000","$2,910,315","$3,671,685","$6,090,000","$2,910,315","$3,179,685","$1,024,148","$5,557,852"
284,Shaq Thompson,Panthers,ILB,"$6,065,000","$6,565,000","$13,540,000","($6,975,000)","$6,602,746","$12,693,750","($6,091,004)","$4,000,000","$2,565,000"
285,Larry Warford,Saints,RG,"$6,104,000","$6,564,000","$8,500,000","($1,936,000)","$6,542,692","$7,968,750","($1,426,058)",Free Agent,
286,Jordan Poyer,Bills,S,"$5,948,000","$6,549,000","$3,250,000","$3,299,000","$5,948,000","$3,250,000","$2,698,000","$9,125,000","($2,576,000)"
287,Marcus Cannon,Patriots,RT,"$6,113,000","$6,545,000","$6,500,000","$45,000","$6,533,571","$6,093,750","$439,821","$6,350,000","$195,000"
288,Jesse Davis,Dolphins,RT,"$6,376,000","$6,521,000","$5,016,667","$1,504,333","$6,787,921","$4,703,125","$2,084,796","$3,855,000","$2,666,000"
289,Quinton Dunbar,Redskins,CB,"$6,512,000","$6,515,000","$3,500,000","$3,015,000","$6,992,818","$3,281,250","$3,711,568","$3,500,000","$3,015,000"
290,Rayshawn Jenkins,Chargers,S,"$5,961,000","$6,508,000","$765,553","$5,742,447","$5,961,000","$765,553","$5,195,447","$2,133,000","$4,375,000"
291,Frank Ragnow,Lions,LG,"$6,358,000","$6,493,000","$2,945,035","$3,547,965","$6,806,104","$2,760,970","$4,045,134","$1,550,922","$4,942,078"
292,Graham Glasgow,Lions,C,"$6,039,000","$6,460,000","$759,480","$5,700,520","$6,426,800","$712,013","$5,714,787","$15,000,000","($8,540,000)"
293,Marcus Davenport,Saints,43DE,"$5,976,000","$6,436,000","$3,435,475","$3,000,525","$7,272,317","$2,791,323","$4,480,994","$1,729,264","$4,706,736"
294,Jarrod Wilson,Jaguars,S,"$5,801,000","$6,432,000","$2,416,667","$4,015,333","$5,801,000","$2,416,667","$3,384,333","$2,500,000","$3,932,000"
295,Darius Slayton,Giants,WR,"$6,378,000","$6,410,000","$688,719","$5,721,281","$7,385,152","$602,629","$6,782,523","$675,000","$5,735,000"
296,Da'Ron Payne,Redskins,34DT,"$6,346,000","$6,396,000","$3,604,590","$2,791,410","$6,773,750","$3,379,303","$3,394,447","$1,790,760","$4,605,240"
297,Dre Greenlaw,49ers,43OLB,"$5,658,000","$6,370,000","$710,428","$5,659,572","$5,658,000","$710,428","$4,947,572","$675,000","$5,695,000"
298,Quinton Jefferson,Seahawks,43DE,"$5,923,000","$6,360,000","$2,025,000","$4,335,000","$6,760,679","$1,771,875","$4,988,804","$8,500,000","($2,140,000)"
299,Chris Harris Jr.,Broncos,CB,"$6,335,000","$6,340,000","$12,050,000","($5,710,000)","$6,335,000","$12,050,000","($5,715,000)","$9,500,000","($3,160,000)"
300,Mike Gesicki,Dolphins,TE,"$6,319,000","$6,330,000","$1,652,981","$4,677,019","$6,319,000","$1,652,981","$4,666,019","$1,081,084","$5,248,916"
301,Travis Frederick,Cowboys,C,"$5,849,000","$6,328,000","$9,400,000","($3,072,000)","$5,849,000","$9,400,000","($3,551,000)","$7,000,000","($672,000)"
302,Laurent Duvernay-Tardif,Chiefs,RG,"$5,870,000","$6,317,000","$8,252,900","($1,935,900)","$6,745,500","$7,221,288","($475,788)","$3,500,000","$2,817,000"
